name,description,price,stock,category_id
Wood Lamp,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",40424,28,2
Bench,In congue. Etiam justo.,39659,37,4
Drawer,Praesent blandit.,215,23,5
Wall Decor,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,42713,34,4
Wood Chair,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",43905,36,4
Dining Table,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",27055,44,3
Wood Shelf,Phasellus sit amet erat. Nulla tempus.,25929,24,3
Bed Frame,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",45439,19,3
Cabinet,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",35920,13,4
Coffee Table,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,28453,18,4
Wood Lamp,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",19599,10,4
Bench,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",18966,49,2
Drawer,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",5558,42,1
Wall Decor,Nulla ut erat id mauris vulputate elementum. Nullam varius.,45022,43,4
Wood Chair,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",25444,35,4
Dining Table,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",25457,11,5
Wood Shelf,Phasellus in felis. Donec semper sapien a libero. Nam dui.,35323,28,2
Bed Frame,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",39634,17,1
Cabinet,In sagittis dui vel nisl.,38932,9,1
Coffee Table,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",18563,31,4
Wood Lamp,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,10490,31,4
Bench,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",1106,11,2
Drawer,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",1974,6,3
Wall Decor,Nulla justo.,5728,5,2
Wood Chair,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",18821,25,1
Dining Table,Curabitur in libero ut massa volutpat convallis.,23331,50,3
Wood Shelf,Nam nulla.,35474,38,5
Bed Frame,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",28604,43,3
Cabinet,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",12117,46,3
Coffee Table,In congue. Etiam justo.,41672,2,2
Wood Lamp,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",3471,31,3
Bench,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,39897,3,4
Drawer,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",20175,28,4
Wall Decor,Nulla ac enim.,35379,24,1
Wood Chair,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",47954,30,1
Dining Table,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",17468,36,5
Wood Shelf,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2758,4,2
Bed Frame,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",15483,18,1
Cabinet,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,41259,7,1
Coffee Table,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",25406,20,4
Wood Lamp,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",26552,46,5
Bench,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",28655,25,4
Drawer,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",34839,47,1
Wall Decor,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,49075,41,4
Wood Chair,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",19125,25,1
Dining Table,In hac habitasse platea dictumst.,14331,3,4
Wood Shelf,Proin interdum mauris non ligula pellentesque ultrices.,32044,25,3
Bed Frame,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",15076,50,3
Cabinet,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",28978,23,5
Coffee Table,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",661,47,4
Wood Lamp,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,1803,47,1
Bench,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,42668,34,5
Drawer,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",31256,10,1
Wall Decor,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,34055,18,3
Wood Chair,Vivamus tortor.,31441,43,4
Dining Table,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",9936,38,4
Wood Shelf,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",31893,18,3
Bed Frame,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",20068,26,4
Cabinet,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,1312,2,5
Coffee Table,Morbi non lectus.,29199,16,4
Wood Lamp,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,45214,36,4
Bench,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,47485,9,4
Drawer,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",41388,28,2
Wall Decor,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,49725,27,4
Wood Chair,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,20618,46,3
Dining Table,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",38736,21,1
Wood Shelf,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",16622,3,5
Bed Frame,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2610,42,1
Cabinet,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",31618,31,1
Coffee Table,Integer a nibh. In quis justo.,20484,16,2
Wood Lamp,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",13157,41,2
Bench,Nulla ac enim.,539,46,2
Drawer,Phasellus in felis. Donec semper sapien a libero.,24100,35,4
Wall Decor,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.,33711,6,5
Wood Chair,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",19533,16,4
Dining Table,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,3945,1,2
Wood Shelf,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",12694,47,5
Bed Frame,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",45525,40,4
Cabinet,Donec dapibus.,4866,2,5
Coffee Table,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,46440,6,5
Wood Lamp,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,31956,26,2
Bench,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,27250,16,3
Drawer,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",39958,44,4
Wall Decor,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",46397,11,5
Wood Chair,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,3742,11,1
Dining Table,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,46521,49,2
Wood Shelf,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",32888,6,4
Bed Frame,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,28212,9,3
Cabinet,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",37243,10,2
Coffee Table,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",10381,12,1
Wood Lamp,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,14257,14,5
Bench,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",29638,1,5
Drawer,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",10211,49,2
Wall Decor,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,31723,38,2
Wood Chair,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,47495,23,1
Dining Table,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",45546,22,1
Wood Shelf,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,46136,32,1
Bed Frame,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2201,10,5
Cabinet,Aenean fermentum.,24294,32,1
Coffee Table,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,16454,39,4
Wood Lamp,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",8310,40,3
Bench,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",27098,30,2
Drawer,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",47380,16,4
Wall Decor,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",12304,14,4
Wood Chair,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",31374,31,2
Dining Table,Aliquam quis turpis eget elit sodales scelerisque.,10582,30,1
Wood Shelf,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",1753,23,1
Bed Frame,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,35353,36,4
Cabinet,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",33982,48,3
Coffee Table,Etiam justo. Etiam pretium iaculis justo.,15009,28,2
Wood Lamp,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",10901,21,3
Bench,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",33431,36,2
Drawer,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,13188,43,2
Wall Decor,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,17581,36,4
Wood Chair,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",384,41,2
Dining Table,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",40723,34,5
Wood Shelf,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",42080,15,3
Bed Frame,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",7483,27,3
