order_id,amount,payment_method
17898,18522,Credit Card
23777,39473,GCash
8559,10670,Cash on Delivery
5868,41322,Cash on Delivery
2576,18949,GCash
4572,43166,Credit Card
28441,34094,Credit Card
27369,21313,GCash
20588,19287,GCash
27417,2266,Credit Card
13831,28240,Credit Card
5707,24098,Credit Card
15840,21385,Cash on Delivery
7261,23868,Cash on Delivery
20868,5848,Credit Card
21658,43149,Cash on Delivery
7727,24283,Cash on Delivery
28901,49073,Credit Card
6153,28307,Credit Card
28168,23661,GCash
25434,13415,GCash
15739,35381,Credit Card
26459,24511,Cash on Delivery
26316,45281,Credit Card
2790,47006,Credit Card
20634,32825,Credit Card
5997,35195,Credit Card
10149,44571,GCash
20320,34662,Cash on Delivery
6840,15366,Credit Card
23720,11635,Credit Card
8866,3164,GCash
9613,3136,Cash on Delivery
28936,17616,GCash
18634,23851,GCash
9650,3810,Cash on Delivery
8530,18505,Credit Card
23722,34693,Cash on Delivery
6730,33232,Cash on Delivery
26082,3562,Credit Card
1314,4799,Cash on Delivery
6021,13318,Credit Card
19431,3822,GCash
24278,26809,GCash
3863,8658,Cash on Delivery
28936,2891,Credit Card
17972,9105,Credit Card
2243,27491,Cash on Delivery
20362,23374,Cash on Delivery
19886,43742,Cash on Delivery
21251,33218,Credit Card
12719,25804,GCash
16447,28042,Cash on Delivery
18438,19233,GCash
4545,16311,GCash
11692,13473,Credit Card
14381,32054,Credit Card
8548,39737,GCash
16774,26104,Cash on Delivery
29287,45475,GCash
6577,3505,Cash on Delivery
5340,36327,Credit Card
12793,14499,Cash on Delivery
2841,48030,Cash on Delivery
10611,26517,Credit Card
22329,1314,Cash on Delivery
12496,13027,GCash
21666,2190,GCash
465,2248,Cash on Delivery
18780,20974,GCash
7194,14675,Cash on Delivery
28092,5833,Credit Card
5714,28138,Credit Card
26128,836,Credit Card
5649,14934,Cash on Delivery
22559,21869,Cash on Delivery
3230,48044,Credit Card
12115,24326,Cash on Delivery
4746,10139,Credit Card
27058,29759,Credit Card
23856,24524,Cash on Delivery
11109,48432,Credit Card
29409,19364,GCash
10628,25056,Cash on Delivery
15522,20168,GCash
8487,3946,GCash
9890,2039,Cash on Delivery
2345,27899,GCash
17895,12170,Credit Card
18619,8338,Cash on Delivery
6117,35568,Credit Card
3069,12309,Cash on Delivery
13967,14021,Credit Card
29026,12578,GCash
7482,9089,Credit Card
8775,12836,Cash on Delivery
16730,22370,Credit Card
21531,16347,GCash
21990,2667,GCash
16612,42987,Credit Card
23808,24401,GCash
4378,38830,Cash on Delivery
23358,32686,Credit Card
335,23882,Credit Card
14374,45306,Credit Card
18632,42103,GCash
20825,7172,Credit Card
2728,30664,GCash
15028,39537,Cash on Delivery
24524,21073,Cash on Delivery
25659,17126,Credit Card
2574,8108,Cash on Delivery
19184,23620,Credit Card
9237,1912,GCash
9669,30143,Cash on Delivery
27284,37707,Credit Card
23895,19472,Cash on Delivery
8124,13012,Cash on Delivery
3976,22095,Credit Card
18826,20690,Cash on Delivery
1653,49561,Credit Card
20729,23599,Cash on Delivery
10254,3323,Cash on Delivery
6041,42693,Cash on Delivery
26774,49135,Cash on Delivery
27349,39766,Credit Card
14133,20879,GCash
11549,37257,Credit Card
10791,43994,Cash on Delivery
16824,6231,Credit Card
19662,49722,GCash
6744,22746,Cash on Delivery
13434,6375,Credit Card
23510,16728,GCash
5218,24081,Cash on Delivery
27496,18278,Cash on Delivery
18919,28564,GCash
12966,3071,GCash
28731,201,GCash
5170,46298,Credit Card
23110,8947,Credit Card
27049,15799,GCash
12399,3142,GCash
6406,22739,Cash on Delivery
28330,42413,Credit Card
9520,39192,GCash
25247,1477,Cash on Delivery
14668,21724,GCash
7471,1265,Cash on Delivery
17136,43860,GCash
20872,32804,Credit Card
27402,13794,Credit Card
5204,45984,Credit Card
25571,43471,Cash on Delivery
19319,36207,Credit Card
12999,40080,Cash on Delivery
14577,19918,GCash
20125,13046,Credit Card
2440,12425,Credit Card
14865,44673,Credit Card
16509,155,Credit Card
17136,15498,Cash on Delivery
23974,767,Credit Card
22680,6406,GCash
29726,40122,GCash
23505,20138,Credit Card
1203,36520,GCash
9491,43351,Cash on Delivery
9356,2666,Credit Card
28313,38328,GCash
22943,35689,Cash on Delivery
6089,1516,Credit Card
20455,6763,GCash
11194,35419,GCash
24070,22979,GCash
14579,28674,Credit Card
1254,32949,Cash on Delivery
5822,11115,Cash on Delivery
1744,14482,Cash on Delivery
15812,33810,GCash
2785,20489,Cash on Delivery
25672,13226,Cash on Delivery
19849,38466,GCash
16555,47530,GCash
5696,23426,GCash
15016,25450,GCash
29224,7286,Credit Card
6831,8664,Credit Card
22779,12115,Credit Card
26097,1241,Cash on Delivery
23103,33746,Credit Card
28613,16098,Cash on Delivery
6641,19642,GCash
463,43770,GCash
12209,31276,Credit Card
1478,29155,GCash
6624,31634,Credit Card
289,36308,GCash
14275,5343,GCash
27199,17036,GCash
29890,28443,GCash
1555,47843,Cash on Delivery
16256,38839,GCash
12009,37431,Cash on Delivery
2258,44359,Cash on Delivery
12580,383,Cash on Delivery
20227,10456,Credit Card
10811,36207,GCash
25071,10329,Credit Card
7038,16957,Cash on Delivery
13440,47181,Credit Card
13947,29198,GCash
9735,36363,Credit Card
264,36113,Cash on Delivery
26358,26874,Cash on Delivery
11042,6105,Cash on Delivery
29588,27234,Credit Card
23825,19931,GCash
10575,5055,GCash
14452,13841,Cash on Delivery
10285,22222,Cash on Delivery
29656,46378,GCash
3279,45414,Credit Card
2314,29639,GCash
18942,17475,Credit Card
3923,2337,GCash
21941,26203,Cash on Delivery
7652,24549,GCash
11230,10153,Cash on Delivery
985,11777,Cash on Delivery
19949,2902,Credit Card
28056,42040,GCash
3553,29934,GCash
25438,16124,Cash on Delivery
1562,25650,Cash on Delivery
19970,18948,Cash on Delivery
5317,44478,GCash
9091,37749,Credit Card
26123,44120,Cash on Delivery
2379,42949,GCash
5299,4899,Cash on Delivery
22992,19586,Credit Card
23174,12283,Cash on Delivery
8203,20436,Credit Card
19396,2855,Credit Card
4789,11543,Cash on Delivery
22141,29047,GCash
12307,13577,Cash on Delivery
19378,10266,GCash
12307,44015,GCash
8937,19928,Cash on Delivery
9272,13130,Credit Card
28417,35901,Cash on Delivery
27668,7474,GCash
17343,15024,Credit Card
10333,20925,GCash
16755,9824,Credit Card
5936,24672,GCash
24631,8174,Cash on Delivery
24416,10015,GCash
1893,43210,Credit Card
419,48930,Credit Card
1748,45143,Credit Card
29906,29869,Cash on Delivery
20482,44397,GCash
8283,7540,GCash
5545,34815,GCash
8404,44530,GCash
25581,39295,GCash
14978,10635,GCash
10067,49125,Cash on Delivery
27705,24221,GCash
6994,47167,GCash
12288,32895,Credit Card
14170,49394,GCash
4906,42153,Credit Card
6952,37397,Credit Card
23729,3589,Credit Card
3478,49284,Credit Card
18665,44532,Cash on Delivery
9486,33260,GCash
16361,48651,GCash
22784,13005,Credit Card
7366,39895,Cash on Delivery
27696,4187,Cash on Delivery
11360,43785,Cash on Delivery
10471,27876,GCash
9832,35125,GCash
21270,11957,Credit Card
26660,38091,GCash
22022,7158,Cash on Delivery
16779,5182,GCash
11801,2280,Credit Card
2022,5645,Credit Card
1055,35503,GCash
16559,37098,GCash
17481,28079,GCash
12495,17138,GCash
7047,18502,GCash
16078,14140,Cash on Delivery
519,23482,Cash on Delivery
15938,21735,Credit Card
23299,15130,Credit Card
29890,7690,Cash on Delivery
16126,25894,GCash
15151,16018,Cash on Delivery
1437,12646,Credit Card
19398,43319,Cash on Delivery
12566,9299,Credit Card
21633,346,Credit Card
15810,7318,GCash
3649,26369,Credit Card
24013,46130,Credit Card
12569,39344,Cash on Delivery
27002,14160,Cash on Delivery
3267,38148,GCash
3329,38237,GCash
23272,31771,GCash
6155,21576,Credit Card
1132,21770,GCash
27182,47951,Cash on Delivery
27818,14790,Cash on Delivery
14826,35000,Cash on Delivery
9690,40258,Cash on Delivery
21215,34107,GCash
21489,2137,GCash
26339,8712,GCash
22460,1402,Credit Card
1429,14914,GCash
14396,16885,GCash
4995,30735,Credit Card
14244,6208,Cash on Delivery
8712,44914,Cash on Delivery
10040,10369,Cash on Delivery
24086,33835,GCash
3131,31490,GCash
6419,48475,GCash
64,35420,GCash
10598,37971,Cash on Delivery
29454,3464,GCash
13453,26976,GCash
13104,38405,Cash on Delivery
24256,44998,GCash
8337,28818,Cash on Delivery
20151,2605,Credit Card
7009,24373,GCash
6811,12397,Credit Card
10803,16770,GCash
6226,40746,GCash
17194,45433,GCash
1319,1852,Cash on Delivery
25511,2389,Credit Card
7694,7952,GCash
22891,18033,Credit Card
6867,38124,GCash
7690,38349,Cash on Delivery
8918,46911,GCash
4638,32873,Credit Card
28718,6178,Cash on Delivery
11703,4758,GCash
16206,43724,GCash
8993,42757,Credit Card
11474,48669,GCash
18056,45994,Credit Card
16079,26587,GCash
18227,38786,GCash
12834,17430,GCash
1342,44371,Cash on Delivery
18316,6915,Credit Card
22988,31624,Cash on Delivery
16373,14019,Cash on Delivery
8336,48522,Credit Card
13368,9852,Credit Card
5011,30983,GCash
26935,45301,Credit Card
23144,5043,Credit Card
11734,37327,GCash
22816,42601,Credit Card
25821,1378,Credit Card
23245,19018,Cash on Delivery
2524,37807,Credit Card
18382,44532,Credit Card
641,8954,GCash
4435,11147,Credit Card
8898,31377,GCash
297,35571,GCash
6452,19034,Cash on Delivery
24148,32814,Cash on Delivery
25227,14103,GCash
29700,4639,Cash on Delivery
6337,2251,Credit Card
18147,11900,Credit Card
24432,41766,Credit Card
27979,11623,Cash on Delivery
21149,11655,GCash
23495,4526,GCash
4921,43570,Credit Card
17717,2626,Cash on Delivery
23291,7579,Cash on Delivery
15088,28440,GCash
8897,46641,Credit Card
15513,27335,Cash on Delivery
21659,26555,Cash on Delivery
24978,45547,Credit Card
9672,30252,GCash
6890,35275,Cash on Delivery
19265,26957,Credit Card
4469,8302,Cash on Delivery
18061,49539,Cash on Delivery
7868,22983,Credit Card
3985,8325,Credit Card
12546,44414,GCash
24179,16012,Cash on Delivery
21007,17872,GCash
24902,32120,Credit Card
24685,45810,Cash on Delivery
12964,2170,Credit Card
3872,27664,GCash
26835,38948,Cash on Delivery
20273,24965,Credit Card
18206,43247,GCash
25508,22808,GCash
17220,20639,Credit Card
5880,11779,GCash
24157,29787,GCash
26344,20661,Credit Card
11520,1834,Cash on Delivery
19236,1482,Cash on Delivery
28227,26420,Credit Card
11463,6147,Cash on Delivery
19303,31948,GCash
16795,2038,Credit Card
27687,31400,Cash on Delivery
24070,8990,GCash
24720,9857,Credit Card
5318,14211,GCash
1045,3321,GCash
3006,39521,GCash
14475,30510,Credit Card
7334,8418,Cash on Delivery
14031,31784,Credit Card
18282,15914,GCash
4076,42458,Cash on Delivery
10333,26669,Cash on Delivery
13217,2485,GCash
25061,292,Cash on Delivery
19654,35123,Cash on Delivery
2091,14690,Cash on Delivery
27735,34782,GCash
2701,19366,Cash on Delivery
23109,19486,Cash on Delivery
5288,49150,Cash on Delivery
11981,23364,Cash on Delivery
18707,4978,Credit Card
9496,17916,Credit Card
8756,21654,Credit Card
15785,39291,Cash on Delivery
14744,7951,Credit Card
21952,4750,GCash
26099,21768,Cash on Delivery
24384,41130,GCash
27722,49532,Credit Card
21058,39687,Cash on Delivery
8465,16843,Credit Card
27891,48955,Cash on Delivery
22900,36266,Credit Card
22028,7075,Credit Card
28444,3118,Credit Card
7944,30845,Credit Card
18651,44881,Cash on Delivery
4597,18112,GCash
10661,14585,Cash on Delivery
22532,5638,Cash on Delivery
8224,24626,Cash on Delivery
385,10024,Credit Card
20725,20971,Credit Card
29342,43344,Cash on Delivery
10913,46775,Credit Card
7481,32858,Cash on Delivery
16717,34048,Credit Card
28586,17638,GCash
4818,25843,GCash
18226,25894,Cash on Delivery
7619,36926,Credit Card
1034,2626,Cash on Delivery
17054,29390,Cash on Delivery
25159,5388,Cash on Delivery
3086,39099,Cash on Delivery
19527,27110,Cash on Delivery
21343,34491,Credit Card
28713,21456,Credit Card
9528,48804,Credit Card
3836,27358,Credit Card
1380,35239,Cash on Delivery
22968,36151,Credit Card
16662,33404,GCash
10252,37457,Cash on Delivery
11327,44898,Credit Card
8812,13159,Credit Card
15212,10079,GCash
8038,31288,Credit Card
3124,41066,Cash on Delivery
385,7263,GCash
26097,4540,Cash on Delivery
19891,48553,Cash on Delivery
13677,41877,Credit Card
20696,27281,GCash
515,23811,Cash on Delivery
14958,38396,Credit Card
2307,39175,Credit Card
9140,29003,Cash on Delivery
9086,48353,GCash
15550,10150,GCash
10298,13363,GCash
7472,39809,Credit Card
18614,43215,Credit Card
17071,22293,Cash on Delivery
3196,2125,GCash
954,825,GCash
19078,3603,GCash
15427,8962,GCash
22673,28574,GCash
5941,22312,GCash
50,41055,GCash
19174,36288,GCash
8987,5127,Credit Card
12989,35018,Credit Card
5303,9605,GCash
2806,35693,Credit Card
22421,3117,GCash
18432,38115,Credit Card
17641,5534,GCash
10608,15006,Credit Card
5036,9433,Credit Card
9020,31020,GCash
17593,24215,GCash
26974,49818,GCash
27236,10017,Credit Card
17565,7593,GCash
22085,37827,Credit Card
21832,12741,Credit Card
9649,10931,GCash
17233,21040,Credit Card
28036,41739,GCash
837,4646,Cash on Delivery
21363,27429,Cash on Delivery
29068,26549,Cash on Delivery
10540,30776,GCash
24860,14556,Cash on Delivery
2874,45237,GCash
6373,13406,Cash on Delivery
6784,22844,Credit Card
9152,28483,Cash on Delivery
26478,38133,Cash on Delivery
24371,5652,Credit Card
5807,42185,GCash
23796,36575,Cash on Delivery
13074,48490,GCash
16773,33087,Credit Card
474,23727,Credit Card
20626,38167,Cash on Delivery
8072,9959,GCash
25563,43802,Cash on Delivery
11373,28933,Credit Card
1304,16531,Credit Card
19616,27529,Cash on Delivery
2551,29572,Cash on Delivery
16668,21058,Credit Card
1610,31759,Credit Card
25370,9823,GCash
11593,38328,Credit Card
4156,39499,Credit Card
4130,40648,Credit Card
19749,25772,Cash on Delivery
8813,18239,Cash on Delivery
14591,1029,GCash
15111,49053,Cash on Delivery
16199,44732,GCash
3683,3509,Cash on Delivery
25834,18347,Cash on Delivery
9035,5160,Cash on Delivery
26840,14593,Credit Card
9624,44316,Cash on Delivery
12756,39242,Credit Card
9837,8860,GCash
1407,11327,GCash
10494,27978,GCash
12606,31735,Cash on Delivery
26161,32425,GCash
27534,36700,Cash on Delivery
20702,9172,Credit Card
22958,41525,Credit Card
14817,31628,Cash on Delivery
7034,45205,GCash
14232,42570,Cash on Delivery
16574,30973,Credit Card
1051,4757,GCash
6219,17869,Cash on Delivery
15274,8412,GCash
27239,8143,Cash on Delivery
1656,12028,GCash
3129,4544,Cash on Delivery
18724,38867,Cash on Delivery
4199,47767,Cash on Delivery
8193,9510,GCash
19047,7905,Cash on Delivery
4014,9465,Cash on Delivery
10428,15108,GCash
16091,20990,Credit Card
8776,32157,Cash on Delivery
13029,18032,Cash on Delivery
4575,5876,Credit Card
24418,29429,GCash
17618,43146,GCash
19943,22379,Credit Card
23485,3234,GCash
5380,26671,Credit Card
5105,45149,Credit Card
29362,34374,Cash on Delivery
13500,19714,GCash
2814,24791,GCash
18238,49778,Cash on Delivery
4449,47182,Cash on Delivery
20758,35975,GCash
15186,41053,Cash on Delivery
4651,42223,GCash
27677,10347,Cash on Delivery
26525,22960,Credit Card
26696,23225,Credit Card
24313,40028,GCash
6098,22678,GCash
4802,11997,Credit Card
15216,10995,Cash on Delivery
15298,10982,GCash
5869,28521,GCash
29766,39191,GCash
8283,4954,GCash
17480,17043,Cash on Delivery
21110,25678,Cash on Delivery
26431,6920,Cash on Delivery
14509,21587,Cash on Delivery
28406,46957,Cash on Delivery
25794,16619,Credit Card
1358,12330,Cash on Delivery
2702,12276,GCash
9335,9896,Cash on Delivery
1778,42985,GCash
8512,29053,Cash on Delivery
7573,25745,Credit Card
8580,16272,Cash on Delivery
8686,46312,Cash on Delivery
19442,16220,Cash on Delivery
20709,36954,Cash on Delivery
20621,6603,GCash
26448,12305,Credit Card
7976,49391,Credit Card
14686,6625,GCash
15241,30653,GCash
24611,40030,Cash on Delivery
25737,26646,Credit Card
3006,31736,Credit Card
12890,6820,Cash on Delivery
13888,43029,Credit Card
20939,10912,GCash
7898,8570,Credit Card
29703,13358,Credit Card
21992,44164,Cash on Delivery
22656,31266,Cash on Delivery
24250,34164,Credit Card
16857,43939,GCash
1416,42203,Credit Card
23533,1082,GCash
17050,36788,GCash
908,18119,Credit Card
25725,20675,Cash on Delivery
26995,46904,Cash on Delivery
12482,5372,Cash on Delivery
15940,27762,Credit Card
9887,12904,Cash on Delivery
13874,11299,Cash on Delivery
17177,12856,Cash on Delivery
27636,20346,Cash on Delivery
19904,46933,Credit Card
17329,38518,Cash on Delivery
20403,11738,Cash on Delivery
19449,11769,Credit Card
13512,41136,GCash
25755,24643,GCash
12929,7204,Credit Card
22075,17585,Credit Card
5063,32434,Credit Card
1999,43202,Credit Card
13723,2709,GCash
400,33849,Credit Card
17954,44756,Credit Card
26144,37505,Cash on Delivery
23702,5726,GCash
27401,12018,GCash
1694,17887,Cash on Delivery
2749,28652,Cash on Delivery
28382,1119,GCash
3293,3843,Cash on Delivery
29690,45076,Credit Card
29415,4043,Credit Card
22683,11634,GCash
3136,26710,Credit Card
28005,31811,Credit Card
1841,21141,Credit Card
9417,35763,Cash on Delivery
29860,14264,Cash on Delivery
28835,19210,GCash
2117,15561,Cash on Delivery
14093,48904,Cash on Delivery
15050,45815,Credit Card
15305,23617,Credit Card
12174,36009,Cash on Delivery
10444,7748,Cash on Delivery
1022,37603,Credit Card
18644,8893,Cash on Delivery
3102,37446,Credit Card
7477,41679,Credit Card
27065,49626,GCash
6164,39414,Cash on Delivery
17158,47055,Credit Card
22044,41393,GCash
8413,48519,Cash on Delivery
8555,34374,GCash
1108,25643,GCash
2469,28119,Credit Card
13232,5148,Cash on Delivery
9240,6262,GCash
6439,28947,GCash
3966,4749,GCash
26762,34294,GCash
28351,25774,Credit Card
11049,15476,GCash
21186,16156,Credit Card
27635,13317,Credit Card
9109,41219,GCash
12093,48542,GCash
25500,45178,Cash on Delivery
1534,27397,Credit Card
5613,7715,GCash
23919,3574,GCash
5636,49709,Cash on Delivery
26980,43433,GCash
22060,37065,Credit Card
2466,25845,GCash
1811,39939,Credit Card
27842,11173,GCash
11619,4907,Credit Card
5793,6000,Credit Card
9665,9466,Credit Card
25940,41848,Credit Card
13278,21365,Credit Card
2550,18082,Cash on Delivery
23474,12016,GCash
11164,5916,Credit Card
25766,4694,Credit Card
5851,12272,Credit Card
24829,20426,GCash
29463,26015,GCash
21152,308,Cash on Delivery
11965,42910,Credit Card
26909,28166,GCash
29639,12328,Credit Card
1003,26254,GCash
19054,9409,Cash on Delivery
19122,28522,Cash on Delivery
8406,27563,Credit Card
18746,36430,Credit Card
15637,44236,GCash
25086,19634,Credit Card
13202,23394,GCash
21456,33886,Cash on Delivery
29704,33707,GCash
21573,29445,GCash
18917,19016,Cash on Delivery
5199,19981,GCash
21520,41137,Credit Card
21069,12142,Credit Card
18538,46310,Cash on Delivery
18181,19509,Credit Card
29230,33336,GCash
3624,45435,Credit Card
9486,11562,Cash on Delivery
24244,43575,Credit Card
25603,2972,Credit Card
17838,44652,Credit Card
3539,7266,Cash on Delivery
20589,27090,GCash
27523,18987,GCash
3079,31596,Credit Card
16456,16566,Credit Card
25484,6928,Credit Card
25682,24423,Cash on Delivery
4554,49873,Cash on Delivery
4810,2211,Credit Card
18898,7067,Cash on Delivery
13271,47948,Cash on Delivery
21065,21035,Credit Card
26321,23666,Cash on Delivery
4152,13313,GCash
19343,30304,Credit Card
8651,39057,Cash on Delivery
14271,46746,Cash on Delivery
29373,9065,Cash on Delivery
27115,3131,Cash on Delivery
22172,32018,Credit Card
2468,40780,GCash
